Customer ID,Customer Name,Segment,City,State,Country,Region,Gender,Age,Education,Marital Status,Order ID,Order Date,Months,Ship Mode,Product Category,Product,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Browsing Time (min),Like,Share,Add to Cart
RD-001274,Griffith Hazard,Consumer,Santiago de los Caballeros,Santiago,Dominican Republic,Caribbean,Female,20,Associate Degree,Single,HF-2024-454,2022/1/26,Jan,Second Class,Home & Furniture,Towels,$228.00 ,1,0.01,$145.70 ,$14.60 ,Critical,15.3,0,0,1
UM-00886,Davenport Mitchum,Corporate,Tasikmalaya,Jawa Barat,Indonesia,Southeast Asia,Female,22,Bachelor,Single,HF-2024-455,2024/4/15,Feb,Second Class,Home & Furniture,Sofas,$67.00 ,3,0.04,$22.30 ,$2.20 ,Medium,28.3,0,0,1
AN-002332,Chapman Donovan,Consumer,Funabashi,Chiba,Japan,North Asia,Female,25,Bachelor,Married,HF-2024-456,2023/8/15,Oct,Second Class,Home & Furniture,Beds,$78.00 ,3,0.01,$26.00 ,$2.60 ,Medium,29.1,1,1,1
SA-001257,Payne Crebassa,Corporate,Rotorua,Bay of Plenty,New Zealand,Oceania,Female,33,Master,Single,HF-2024-457,2022/1/15,Nov,Second Class,Home & Furniture,Dinning Tables,$119.00 ,4,0.01,$34.20 ,$3.40 ,Medium,20.7,1,1,1
ER-00522,Mcmillan Weimer,Corporate,Patrocínio,Minas Gerais,Brazil,South,Female,31,Bachelor,Married,HF-2024-458,2023/8/15,Jul,Second Class,Home & Furniture,Shoe Rack,$124.00 ,3,0.01,$40.30 ,$4.00 ,Medium,22.2,1,1,1
NG-001061,Hickman Schnelling,Consumer,Singapore,Singapore,Singapore,Southeast Asia,Male,18,High School,Single,HF-2024-459,2022/9/25,Sep,Second Class,Home & Furniture,Umbrellas,$70.00 ,4,0.04,$17.50 ,$1.80 ,High,14.7,0,0,0
EN-0043,Reyes Christensen,Consumer,Adelaide,South Australia,Australia,Oceania,Male,18,High School,Single,HF-2024-460,2023/11/15,Sep,Second Class,Home & Furniture,Dinner Crockery,$133.00 ,2,0.05,$39.70 ,$4.00 ,Critical,19.4,0,1,0
NG-00759,Huff Manning,Consumer,Río Bravo,Tamaulipas,Mexico,North,Female,21,Associate Degree,Married,HF-2024-461,2024/3/15,Mar,Second Class,Home & Furniture,Sofa Covers,$216.00 ,4,0.01,$127.40 ,$12.70 ,High,24.6,1,1,1
TY-001131,Decker Satty,Consumer,Le Havre,Upper Normandy,France,Central,Female,44,Doctorate,Single,HF-2024-462,2022/8/15,Feb,Second Class,Home & Furniture,Bed Sheets,$211.00 ,1,0.02,$126.80 ,$12.70 ,Medium,26.9,1,1,1
ON-0060,Yates Johnson,Consumer,Hamburg,Hamburg,Germany,Central,Female,52,Doctorate,Married,HF-2024-463,2023/10/15,May,Second Class,Home & Furniture,Curtains,$34.00 ,2,0.01,$17.00 ,$1.70 ,Medium,23.5,1,1,1
ND-00427,Eaton Pond,Home Office,Philadelphia,Pennsylvania,United States,East,Male,22,Bachelor,Single,HF-2024-464,2024/6/29,Jun,Second Class,Home & Furniture,Towels,$228.00 ,3,0.04,$120.60 ,$12.10 ,High,12.7,0,0,0
WN-00336,Simmons Brown,Corporate,Oyonnax,Rhône-Alpes,France,Central,Male,55,Doctorate,Married,HF-2024-465,2023/9/23,Sep,Second Class,Home & Furniture,Sofas,$67.00 ,2,0.04,$33.50 ,$3.40 ,Medium,8.4,1,0,0
RG-00356,Sloan Shillingsburg,Corporate,Rockhampton,Queensland,Australia,Oceania,Female,26,Bachelor,Single,HF-2024-466,2024/12/25,Dec,Second Class,Home & Furniture,Beds,$78.00 ,5,0.02,$15.60 ,$1.60 ,Critical,20.6,1,1,1
ON-0084,Walton Jackson,Consumer,Cairo,Al Qahirah,Egypt,Africa,Male,43,Doctorate,Married,HF-2024-467,2024/6/23,Jun,Second Class,Home & Furniture,Dinning Tables,$119.00 ,2,0.03,$31.90 ,$3.20 ,Medium,13,0,0,0
ER-00487,Pruitt Reiter,Consumer,Puertollano,Castile-La Mancha,Spain,South,Male,19,Associate Degree,Married,HF-2024-468,2023/8/29,Aug,Second Class,Home & Furniture,Shoe Rack,$124.00 ,3,0.03,$32.80 ,$3.30 ,Critical,14,0,0,1
ND-002606,Hicks Chand,Corporate,Rapid City,South Dakota,United States,Central,Female,19,Associate Degree,Single,HF-2024-469,2024/12/15,Dec,Second Class,Home & Furniture,Umbrellas,$70.00 ,1,0.05,$70.00 ,$7.00 ,High,22.3,1,1,1
ED-0011,Johns Reed,Corporate,Taipei,Taipei City,Taiwan,North Asia,Male,43,Master,Single,HF-2024-470,2022/6/22,Jun,Second Class,Home & Furniture,Dinner Crockery,$133.00 ,1,0.02,$50.30 ,$5.00 ,Medium,11.2,0,1,0
NN-0077,Bruce Nunn,Home Office,Kozhikode,Kerala,India,Central Asia,Male,57,Doctorate,Married,HF-2024-471,2024/10/31,Oct,Second Class,Home & Furniture,Sofa Covers,$216.00 ,2,0.01,$131.70 ,$13.20 ,High,13.2,0,0,1
NS-003325,Daniels Collins,Corporate,San Diego,California,United States,West,Female,34,Bachelor,Married,HF-2024-472,2022/5/15,Dec,Second Class,Home & Furniture,Bed Sheets,$211.00 ,3,0.01,$124.70 ,$12.50 ,Critical,6.8,0,0,0
NT-0071,Ferguson Conant,Corporate,Aurangabad,Bihar,India,Central Asia,Male,24,Associate Degree,Single,HF-2024-473,2022/10/25,Oct,Second Class,Home & Furniture,Curtains,$34.00 ,4,0.04,$8.50 ,$0.90 ,Medium,8.1,0,0,1
AM-006576,Ochoa Willingham,Consumer,Bryansk,Bryansk,Russia,EMEA,Female,23,High School,Single,HF-2024-474,2024/5/15,Aug,Second Class,Home & Furniture,Towels,$228.00 ,2,0.05,$125.20 ,$12.50 ,Medium,34.6,0,0,1
NN-002425,Morris Bergmann,Corporate,Perth,Western Australia,Australia,Oceania,Female,52,Doctorate,Married,HF-2024-475,2023/1/15,Nov,Second Class,Home & Furniture,Sofas,$67.00 ,1,0.02,$67.00 ,$6.70 ,High,11.4,1,1,1
NG-0028,Harris Armstrong,Corporate,Jinan,Shandong,China,North Asia,Female,67,Doctorate,Married,HF-2024-476,2022/3/26,Mar,Second Class,Home & Furniture,Beds,$78.00 ,5,0.05,$15.60 ,$1.60 ,Medium,27.2,1,1,1
YN-002590,Rhodes Goldwyn,Home Office,Franklin,Massachusetts,United States,East,Female,23,Bachelor,Single,HF-2024-477,2022/7/26,Jul,Second Class,Home & Furniture,Dinning Tables,$119.00 ,5,0.02,$27.10 ,$2.70 ,High,9.1,0,0,1
NN-0077,Bruce Nunn,Home Office,Kozhikode,Kerala,India,Central Asia,Male,57,Doctorate,Married,HF-2024-478,2023/2/15,Apr,Second Class,Home & Furniture,Shoe Rack,$124.00 ,3,0.02,$36.60 ,$3.70 ,Medium,1.5,1,0,1
ON-00308,Howell Eason,Consumer,Ensenada,Baja California,Mexico,North,Male,19,Associate Degree,Single,HF-2024-479,2024/6/15,Jan,Second Class,Home & Furniture,Umbrellas,$70.00 ,5,0.01,$14.00 ,$1.40 ,Medium,1.8,0,0,1
ON-00823,Berry Creighton,Consumer,Guantánamo,Guantánamo,Cuba,Caribbean,Female,29,Bachelor,Married,HF-2024-480,2023/3/17,Mar,Second Class,Home & Furniture,Dinner Crockery,$133.00 ,5,0.01,$46.40 ,$4.60 ,High,29.9,1,1,1
PS-00412,Olsen Phelps,Corporate,Sofia,Sofiya-Grad,Bulgaria,EMEA,Male,29,Bachelor,Married,HF-2024-481,2024/9/21,Sep,Second Class,Home & Furniture,Sofa Covers,$216.00 ,5,0.01,$125.20 ,$12.50 ,Medium,18.8,0,0,1
ER-00487,Pruitt Reiter,Consumer,Puertollano,Castile-La Mancha,Spain,South,Male,19,Associate Degree,Married,HF-2024-482,2022/2/15,Aug,Second Class,Home & Furniture,Bed Sheets,$211.00 ,4,0.03,$105.70 ,$10.60 ,High,16.7,0,1,1
CH-001094,Hopkins Französisch,Consumer,London,England,United Kingdom,North,Female,18,High School,Married,HF-2024-483,2024/1/24,Jan,Second Class,Home & Furniture,Curtains,$34.00 ,5,0.05,$6.80 ,$0.70 ,Critical,19.3,0,0,0
NO-001128,Solis Trevino,Corporate,Baku,Baki,Azerbaijan,EMEA,Female,25,Associate Degree,Single,HF-2024-484,2023/8/15,Nov,Second Class,Home & Furniture,Towels,$228.00 ,2,0.05,$125.20 ,$12.50 ,High,38.3,0,1,1
IZ-001402,Gill Kriz,Consumer,Adelaide,South Australia,Australia,Oceania,Female,24,Associate Degree,Single,HF-2024-485,2023/9/15,Jun,Second Class,Home & Furniture,Sofas,$67.00 ,2,0.01,$33.50 ,$3.40 ,Medium,23.1,1,1,1
DT-00927,Blake Kastensmidt,Home Office,Xining,Qinghai,China,North Asia,Female,46,Doctorate,Married,HF-2024-486,2022/2/15,Apr,Second Class,Home & Furniture,Beds,$78.00 ,3,0.05,$26.00 ,$2.60 ,High,10.7,1,1,1
OK-00445,Walker Ashbrook,Consumer,Santa Catarina,Nuevo León,Mexico,North,Male,25,Bachelor,Married,HF-2024-487,2024/6/16,Jun,Second Class,Home & Furniture,Dinning Tables,$119.00 ,1,0.04,$34.20 ,$3.40 ,Critical,19.7,0,0,0
EN-00573,Ramsey Hansen,Consumer,Altamura,Apulia,Italy,South,Male,45,Master,Single,HF-2024-488,2023/7/13,Jul,Second Class,Home & Furniture,Shoe Rack,$124.00 ,3,0.04,$29.10 ,$2.90 ,Medium,9.2,0,0,1
E--001385,Pearson Fortune-,Corporate,Chimaltenango,Chimaltenango,Guatemala,Central,Female,18,High School,Married,HF-2024-489,2022/6/15,Jun,Second Class,Home & Furniture,Umbrellas,$70.00 ,2,0.01,$35.00 ,$3.50 ,High,6.7,0,1,0
SA-007181,Tillman Zrebassa,Corporate,Burlington,North Carolina,United States,South,Female,18,High School,Married,HF-2024-490,2024/7/15,Jul,Second Class,Home & Furniture,Dinner Crockery,$133.00 ,1,0.04,$47.70 ,$4.80 ,Medium,22.1,1,1,1
MS-00572,Knapp Williams,Home Office,Tlaquepaque,Jalisco,Mexico,North,Male,24,High School,Single,HF-2024-491,2024/8/15,Feb,Second Class,Home & Furniture,Sofa Covers,$216.00 ,4,0.02,$118.70 ,$11.90 ,High,11.5,1,1,1
RD-00281,Beard Radford,Consumer,Orange,New South Wales,Australia,Oceania,Female,29,Bachelor,Married,HF-2024-492,2023/7/15,Sep,Second Class,Home & Furniture,Bed Sheets,$211.00 ,5,0.02,$109.90 ,$11.00 ,High,18.5,1,1,1
AN-00223,Gay Willman,Consumer,San Francisco,California,United States,West,Male,50,Doctorate,Married,HF-2024-493,2023/12/21,Dec,Second Class,Home & Furniture,Curtains,$34.00 ,2,0.02,$17.00 ,$1.70 ,High,26.3,0,0,1
IN-00812,Patterson Brittain,Home Office,Perth,Western Australia,Australia,Oceania,Female,25,High School,Single,HF-2024-494,2022/7/15,Feb,Second Class,Home & Furniture,Towels,$228.00 ,4,0.05,$102.40 ,$10.20 ,Critical,15.7,1,1,1
ER-007993,Jennings Gardner,Consumer,Ras al Khaymah,Ra's Al Khaymah,United Arab Emirates,EMEA,Female,25,Bachelor,Married,HF-2024-495,2024/2/17,Feb,Second Class,Home & Furniture,Sofas,$67.00 ,5,0.04,$13.40 ,$1.30 ,Medium,10.2,1,1,1
RD-001003,Bell Bickford,Consumer,Boulogne-Billancourt,Ile-de-France,France,Central,Female,25,High School,Single,HF-2024-496,2023/9/15,Aug,Second Class,Home & Furniture,Beds,$78.00 ,1,0.05,$78.00 ,$7.80 ,Critical,6.6,1,1,1
RD-00819,Avila Radford,Home Office,Kendari,Sulawesi Tenggara,Indonesia,Southeast Asia,Male,25,Associate Degree,Married,HF-2024-497,2022/8/15,Aug,Second Class,Home & Furniture,Dinning Tables,$119.00 ,1,0.04,$34.20 ,$3.40 ,High,12.2,0,1,0
RG-00356,Sloan Shillingsburg,Corporate,Rockhampton,Queensland,Australia,Oceania,Female,26,Bachelor,Single,HF-2024-498,2024/1/22,Jan,Second Class,Home & Furniture,Shoe Rack,$124.00 ,1,0.02,$41.50 ,$4.20 ,Critical,9.4,1,1,1
RT-001241,Wilkinson Rupert,Home Office,Chicago,Illinois,United States,Central,Female,25,Bachelor,Single,HF-2024-499,2023/3/14,Mar,Second Class,Home & Furniture,Umbrellas,$70.00 ,4,0.02,$17.50 ,$1.80 ,High,19.3,0,0,1
SS-00173,Austin Demoss,Home Office,Sydney,New South Wales,Australia,Oceania,Female,22,High School,Single,HF-2024-500,2023/4/15,Oct,Second Class,Home & Furniture,Dinner Crockery,$133.00 ,5,0.01,$46.40 ,$4.60 ,Medium,7.8,1,1,1
NG-00596,Mccall Smayling,Consumer,Los Angeles,California,United States,West,Female,22,High School,Single,HF-2024-501,2023/9/15,Dec,Second Class,Home & Furniture,Sofa Covers,$216.00 ,2,0.05,$114.40 ,$11.40 ,High,17.5,0,1,0
TT-0045,Hess Prescott,Home Office,Harrisonburg,Virginia,United States,South,Male,34,Bachelor,Single,HF-2024-502,2023/7/27,Jul,Second Class,Home & Furniture,Bed Sheets,$211.00 ,1,0.03,$124.70 ,$12.50 ,Critical,11.8,0,1,0
ON-00729,Branch Thornton,Corporate,Sydney,New South Wales,Australia,Oceania,Female,53,Doctorate,Married,HF-2024-503,2023/10/13,Oct,Second Class,Home & Furniture,Curtains,$34.00 ,3,0.02,$11.30 ,$1.10 ,Critical,6.8,1,1,1
IZ-001402,Gill Kriz,Consumer,Adelaide,South Australia,Australia,Oceania,Female,24,Associate Degree,Single,HF-2024-504,2023/10/27,Oct,Second Class,Home & Furniture,Towels,$228.00 ,5,0.04,$102.40 ,$10.20 ,High,27.4,0,0,1
LL-00478,Oneal Norvell,Consumer,El Paso,Texas,United States,Central,Female,19,High School,Married,HF-2024-505,2022/9/15,Aug,Second Class,Home & Furniture,Sofas,$67.00 ,4,0.04,$16.80 ,$1.70 ,High,23.9,0,0,0
AY-00848,Monroe Murray,Consumer,Jackson,Mississippi,United States,South,Female,19,Associate Degree,Single,HF-2024-506,2024/8/18,Aug,Second Class,Home & Furniture,Beds,$78.00 ,1,0.03,$78.00 ,$7.80 ,High,11.2,1,1,1
TT-0049,Fuller Eplett,Corporate,San Diego,California,United States,West,Female,28,Associate Degree,Single,HF-2024-507,2023/3/13,Mar,Second Class,Home & Furniture,Dinning Tables,$119.00 ,3,0.03,$28.30 ,$2.80 ,Medium,15.6,1,1,1
ER-001214,Richards Drucker,Corporate,Guadalajara,Jalisco,Mexico,North,Female,20,Associate Degree,Single,HF-2024-508,2023/2/15,Jan,Second Class,Home & Furniture,Shoe Rack,$124.00 ,3,0.02,$36.60 ,$3.70 ,High,8.2,1,1,0
DT-00511,Glass Schmidt,Home Office,Tlalpan,Distrito Federal,Mexico,North,Female,39,Master,Married,HF-2024-509,2022/1/15,Dec,Second Class,Home & Furniture,Umbrellas,$70.00 ,2,0.01,$35.00 ,$3.50 ,High,21.2,1,0,1
ER-001109,Soto Fritzler,Consumer,London,Ontario,Canada,Canada,Male,27,Associate Degree,Single,HF-2024-510,2022/8/29,Aug,Second Class,Home & Furniture,Dinner Crockery,$133.00 ,4,0.02,$42.40 ,$4.20 ,Critical,15,0,0,1
ER-00621,Wilcox Miller,Corporate,Seattle,Washington,United States,West,Female,31,Bachelor,Single,HF-2024-511,2023/9/15,Jul,Second Class,Home & Furniture,Sofa Covers,$216.00 ,1,0.03,$129.50 ,$13.00 ,High,24.7,1,1,1
ES-002178,Adkins Jones,Consumer,Semarang,Jawa Tengah,Indonesia,Southeast Asia,Male,18,High School,Single,HF-2024-512,2022/3/13,Mar,Second Class,Home & Furniture,Bed Sheets,$211.00 ,2,0.05,$109.90 ,$11.00 ,High,1.3,0,0,1
PO-00150,Gallagher Ocampo,Corporate,Thane,Maharashtra,India,Central Asia,Male,22,High School,Single,HF-2024-513,2024/6/25,Jun,Second Class,Home & Furniture,Curtains,$34.00 ,3,0.01,$11.30 ,$1.10 ,High,20.6,1,1,0
ON-0062,Sellers Stevenson,Consumer,Changchun,Jilin,China,North Asia,Female,23,Bachelor,Single,HF-2024-514,2024/1/30,Jan,Second Class,Home & Furniture,Towels,$228.00 ,3,0.05,$113.80 ,$11.40 ,Critical,39.4,1,1,1
ER-001763,Meyers Pelletier,Corporate,Los Angeles,California,United States,West,Female,19,Associate Degree,Married,HF-2024-515,2022/1/21,Jan,Second Class,Home & Furniture,Sofas,$67.00 ,5,0.01,$13.40 ,$1.30 ,Critical,32.5,1,1,1
IS-0041497,Kelley Devincentis,Corporate,Saint-Louis,Alsace,France,Central,Female,21,Associate Degree,Single,HF-2024-516,2022/10/15,May,Second Class,Home & Furniture,Beds,$78.00 ,4,0.04,$19.50 ,$2.00 ,Medium,23.8,1,1,1
BS-00346,Patton Jacobs,Consumer,Rome,Lazio,Italy,South,Male,18,High School,Single,HF-2024-517,2022/5/31,May,Second Class,Home & Furniture,Dinning Tables,$119.00 ,5,0.02,$27.10 ,$2.70 ,Medium,11.8,0,0,1
ON-001736,Mcdaniel Gordon,Corporate,Brasília,Federal District,Brazil,South,Male,40,Master,Single,HF-2024-518,2024/2/15,Dec,Second Class,Home & Furniture,Shoe Rack,$124.00 ,3,0.03,$32.80 ,$3.30 ,Medium,20.3,0,0,1
DT-001685,Wood Braunhardt,Home Office,Consolación del Sur,Pinar del Río,Cuba,Caribbean,Female,20,High School,Married,HF-2024-519,2022/7/15,Apr,Second Class,Home & Furniture,Umbrellas,$70.00 ,4,0.02,$17.50 ,$1.80 ,High,39,0,0,1
AN-00731,Allen Ausman,Corporate,Wuhan,Hubei,China,North Asia,Female,46,Doctorate,Single,HF-2024-520,2024/7/15,Jun,Second Class,Home & Furniture,Dinner Crockery,$133.00 ,5,0.05,$19.80 ,$2.00 ,High,2.3,1,1,1
ER-002968,Terry Frazer,Corporate,Kinshasa,Kinshasa,Democratic Republic of the Congo,Africa,Female,44,Doctorate,Married,HF-2024-521,2022/11/24,Nov,Second Class,Home & Furniture,Sofa Covers,$216.00 ,2,0.03,$123.00 ,$12.30 ,High,29.1,0,0,0
ON-001563,Stanley Elliston,Corporate,Halle,North Rhine-Westphalia,Germany,Central,Female,66,Doctorate,Married,HF-2024-522,2022/3/15,Feb,Second Class,Home & Furniture,Bed Sheets,$211.00 ,2,0.03,$118.30 ,$11.80 ,Critical,31.1,1,1,1
DT-00511,Glass Schmidt,Home Office,Tlalpan,Distrito Federal,Mexico,North,Female,39,Master,Married,HF-2024-523,2022/3/30,Mar,Second Class,Home & Furniture,Curtains,$34.00 ,3,0.05,$11.30 ,$1.10 ,High,19.1,1,0,1
CH-00322,May Französisch,Consumer,Casablanca,Grand Casablanca,Morocco,Africa,Female,31,Doctorate,Married,HF-2024-524,2023/2/22,Feb,Second Class,Home & Furniture,Towels,$228.00 ,4,0.01,$138.90 ,$13.90 ,Critical,3.9,1,1,1
TH-00358,Lara Smith,Consumer,Brisbane,Queensland,Australia,Oceania,Male,44,Master,Married,HF-2024-525,2024/9/23,Sep,Second Class,Home & Furniture,Sofas,$67.00 ,5,0.04,$13.40 ,$1.30 ,Critical,18.8,1,0,1
IN-00561,Bowers Martin,Consumer,Petapa,Guatemala,Guatemala,Central,Male,22,Bachelor,Single,HF-2024-526,2023/7/15,Jun,Second Class,Home & Furniture,Beds,$78.00 ,4,0.01,$19.50 ,$2.00 ,Medium,17.8,0,0,0
EN-00131,Hebert Wooten,Home Office,Marseille,Provence-Alpes-Côte d'Azur,France,Central,Male,24,Bachelor,Single,HF-2024-527,2022/7/15,Apr,Second Class,Home & Furniture,Dinning Tables,$119.00 ,2,0.05,$27.10 ,$2.70 ,Medium,14.9,0,0,0
TE-00443,Sheppard Tate,Corporate,Maringá,Parana,Brazil,South,Male,38,Doctorate,Married,HF-2024-528,2023/10/25,Oct,Second Class,Home & Furniture,Shoe Rack,$124.00 ,3,0.01,$40.30 ,$4.00 ,Medium,4.9,0,0,0
ON-0060,Yates Johnson,Consumer,Hamburg,Hamburg,Germany,Central,Female,52,Doctorate,Married,HF-2024-529,2023/4/17,Apr,Second Class,Home & Furniture,Umbrellas,$70.00 ,1,0.02,$70.00 ,$7.00 ,High,5.7,0,0,0
EZ-001300,Ryan Dominguez,Corporate,Nagpur,Maharashtra,India,Central Asia,Female,32,Bachelor,Married,HF-2024-530,2024/2/15,Mar,Second Class,Home & Furniture,Dinner Crockery,$133.00 ,3,0.01,$49.00 ,$4.90 ,High,24.8,1,1,1
RT-001241,Wilkinson Rupert,Home Office,Chicago,Illinois,United States,Central,Female,25,Bachelor,Single,HF-2024-531,2023/8/15,Oct,Second Class,Home & Furniture,Sofa Covers,$216.00 ,2,0.04,$118.70 ,$11.90 ,High,21.6,1,1,1
ER-00519,Wade Fritzler,Home Office,Hialeah,Florida,United States,South,Female,45,Master,Married,HF-2024-532,2024/4/21,Apr,Second Class,Home & Furniture,Bed Sheets,$211.00 ,5,0.04,$88.80 ,$8.90 ,Critical,7.3,1,1,1
TE-00474,Roth Seite,Consumer,Cuttack,Odisha,India,Central Asia,Male,31,Doctorate,Married,HF-2024-533,2023/12/31,Dec,Second Class,Home & Furniture,Curtains,$34.00 ,1,0.01,$34.00 ,$3.40 ,High,2.5,0,0,0
AS-001154,Harrington Matthias,Corporate,Stockholm,Stockholm,Sweden,North,Female,30,Bachelor,Married,HF-2024-534,2023/4/16,Apr,Second Class,Home & Furniture,Towels,$228.00 ,2,0.01,$143.40 ,$14.30 ,Medium,38.9,1,1,1
UM-00886,Davenport Mitchum,Corporate,Tasikmalaya,Jawa Barat,Indonesia,Southeast Asia,Female,22,Bachelor,Single,HF-2024-535,2022/5/27,May,Second Class,Home & Furniture,Sofas,$67.00 ,2,0.02,$33.50 ,$3.40 ,Critical,28.4,1,1,1
AN-001125,Woodward Van,Consumer,Xintai,Shandong,China,North Asia,Male,20,High School,Single,HF-2024-536,2024/11/23,Nov,Second Class,Home & Furniture,Beds,$78.00 ,3,0.04,$26.00 ,$2.60 ,High,10.9,0,0,1
HS-002811,Orr Sachs,Corporate,Los Angeles,California,United States,West,Female,30,Bachelor,Married,HF-2024-537,2022/5/15,Feb,Second Class,Home & Furniture,Dinning Tables,$119.00 ,4,0.01,$34.20 ,$3.40 ,High,7.4,1,1,1
GE-00451,Christian Paige,Corporate,Managua,Managua,Nicaragua,Central,Male,22,High School,Single,HF-2024-538,2022/11/18,Nov,Second Class,Home & Furniture,Shoe Rack,$124.00 ,4,0.05,$19.20 ,$1.90 ,High,17.4,0,1,1
AN-001466,Hughes Brockman,Consumer,Baghdad,Baghdad,Iraq,EMEA,Female,26,Associate Degree,Married,HF-2024-539,2024/6/15,Feb,Second Class,Home & Furniture,Umbrellas,$70.00 ,4,0.03,$17.50 ,$1.80 ,Medium,8.1,1,1,1
RT-002024,Noble Stewart,Consumer,Changshu,Jiangsu,China,North Asia,Female,23,Bachelor,Single,HF-2024-540,2024/3/15,Aug,Second Class,Home & Furniture,Dinner Crockery,$133.00 ,2,0.04,$42.40 ,$4.20 ,High,26.6,1,1,1
ER-00106,Coleman Bremer,Consumer,Yaounde,Centre,Cameroon,Africa,Male,28,Bachelor,Married,HF-2024-541,2022/8/23,Aug,Second Class,Home & Furniture,Sofa Covers,$216.00 ,5,0.01,$125.20 ,$12.50 ,High,20.7,0,0,0
NN-00428,Moss Hoffmann,Consumer,Rasht,Gilan,Iran,EMEA,Female,27,Associate Degree,Married,HF-2024-542,2024/2/14,Feb,Second Class,Home & Furniture,Bed Sheets,$211.00 ,4,0.05,$88.80 ,$8.90 ,High,27.4,1,1,1
LL-00478,Oneal Norvell,Consumer,El Paso,Texas,United States,Central,Female,19,High School,Married,HF-2024-543,2022/6/15,Dec,Second Class,Home & Furniture,Curtains,$34.00 ,3,0.01,$11.30 ,$1.10 ,Medium,25.3,0,0,1
WD-00646,Montgomery Dowd,Consumer,New York City,New York,United States,East,Female,70,Doctorate,Married,HF-2024-544,2022/7/15,Aug,Second Class,Home & Furniture,Towels,$228.00 ,3,0.02,$134.30 ,$13.40 ,High,31.4,1,1,1
TZ-00452,Prince Schwartz,Consumer,Santa Cruz de la Sierra,Santa Cruz,Bolivia,South,Male,22,Associate Degree,Single,HF-2024-545,2024/11/27,Nov,Second Class,Home & Furniture,Sofas,$67.00 ,1,0.05,$67.00 ,$6.70 ,Medium,16.5,0,0,1
ER-00816,Williamson Dryer,Corporate,Apopa,San Salvador,El Salvador,Central,Female,28,Bachelor,Single,HF-2024-546,2022/11/25,Nov,Second Class,Home & Furniture,Beds,$78.00 ,4,0.04,$19.50 ,$2.00 ,High,27.6,1,1,1
AN-002013,Shields Phan,Consumer,Istanbul,Istanbul,Turkey,EMEA,Female,19,High School,Single,HF-2024-547,2022/10/15,Jul,Second Class,Home & Furniture,Dinning Tables,$119.00 ,5,0.02,$27.10 ,$2.70 ,Medium,24.2,1,1,1
TZ-00452,Prince Schwartz,Consumer,Santa Cruz de la Sierra,Santa Cruz,Bolivia,South,Male,22,Associate Degree,Single,HF-2024-548,2024/11/30,Nov,Second Class,Home & Furniture,Shoe Rack,$124.00 ,2,0.03,$36.60 ,$3.70 ,Medium,13.5,0,0,1
NZ-001699,Byrd Franz,Consumer,New York City,New York,United States,East,Female,39,Master,Married,HF-2024-549,2023/2/15,Nov,Second Class,Home & Furniture,Umbrellas,$70.00 ,4,0.01,$17.50 ,$1.80 ,High,18.3,1,1,1
ER-00458,Roberts Bavinger,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,Male,26,Associate Degree,Married,HF-2024-550,2023/7/15,Jan,Second Class,Home & Furniture,Dinner Crockery,$133.00 ,5,0.04,$26.40 ,$2.60 ,Medium,6.8,0,0,0
AS-001329,Brock Lucas,Consumer,Durban,Kwazulu-natal,South Africa,Africa,Male,29,Master,Single,HF-2024-551,2024/12/27,Dec,Second Class,Home & Furniture,Sofa Covers,$216.00 ,4,0.05,$92.80 ,$9.30 ,Medium,8.4,0,1,1
ON-00439,Daniel Harton,Corporate,Nagpur,Maharashtra,India,Central Asia,Male,64,Doctorate,Married,HF-2024-552,2024/6/30,Jun,Second Class,Home & Furniture,Bed Sheets,$211.00 ,3,0.03,$112.00 ,$11.20 ,High,6.3,0,1,1
CK-0017,Rivera Black,Consumer,Shouguang,Shandong,China,North Asia,Male,53,Doctorate,Single,HF-2024-553,2023/11/15,Aug,Second Class,Home & Furniture,Curtains,$34.00 ,5,0.02,$6.80 ,$0.70 ,High,9.9,0,0,1
RN-0016,Bentley Zypern,Consumer,Berlin,Berlin,Germany,Central,Female,48,Doctorate,Married,HF-2024-554,2022/10/15,Mar,Second Class,Home & Furniture,Towels,$228.00 ,1,0.04,$138.90 ,$13.90 ,High,22,1,1,0
EE-001263,Briggs Lee,Consumer,Kirkwood,Missouri,United States,Central,Male,20,High School,Single,HF-2024-555,2024/8/29,Aug,Second Class,Home & Furniture,Sofas,$67.00 ,1,0.05,$67.00 ,$6.70 ,Critical,19.4,1,0,0
AS-001329,Brock Lucas,Consumer,Durban,Kwazulu-natal,South Africa,Africa,Male,29,Master,Single,HF-2024-556,2023/1/15,May,Second Class,Home & Furniture,Beds,$78.00 ,4,0.02,$19.50 ,$2.00 ,High,11.2,1,0,0
EZ-001300,Ryan Dominguez,Corporate,Nagpur,Maharashtra,India,Central Asia,Female,32,Bachelor,Married,HF-2024-557,2024/1/15,Jul,Second Class,Home & Furniture,Dinning Tables,$119.00 ,5,0.03,$21.20 ,$2.10 ,Medium,32,1,1,1
RE-00648,Mckenzie Mcguire,Consumer,London,England,United Kingdom,North,Female,32,Master,Married,HF-2024-558,2024/11/28,Nov,Second Class,Home & Furniture,Shoe Rack,$124.00 ,1,0.01,$42.80 ,$4.30 ,High,8.3,1,1,1
